customerID,gender,tenure,Contract,MonthlyCharges,TotalCharges,PaymentMethod,Churn
CUST101487,Male,52,Month-to-month,47.39,2470.86,,No
CUST101488,Male,55,Month-to-month,39.99,2206.7,Mailed check,No
CUST101489,Male,0,Month-to-month,43.19,-18.48,Bank transfer,No
CUST101490,Male,55,Two year,99.79,5492.67,Bank transfer,No
CUST101491,Male,3,Two year,76.31,228.32,Electronic check,No
CUST101492,Male,29,One year,20.58,581.05,Bank transfer,Yes
CUST101493,Female,11,Two year,62.93,683.35,Mailed check,Yes
CUST101494,Female,34,Two year,60.79,2082.47,Credit card,Yes
CUST101495,Male,51,Month-to-month,31.39,1602.89,Electronic check,No
CUST101496,,30,Month-to-month,87.61,2624.84,Mailed check,No
CUST101497,Female,67,,90.21,,Bank transfer,Yes
CUST101498,Male,51,One year,92.09,4705.15,Bank transfer,No
CUST101499,Male,6,,92.85,565.21,Mailed check,No
CUST101500,Male,21,Two year,20.01,424.77,Credit card,No
CUST101501,Female,55,Two year,115.39,6346.86,Credit card,Yes
CUST101502,Female,57,One year,101.42,5778.29,Electronic check,No
CUST101503,Male,63,One year,110.4,,Bank transfer,No
CUST101504,,11,Month-to-month,21.56,226.5,Mailed check,Yes
CUST101505,Male,6,One year,,697.99,Credit card,No
CUST101506,Female,54,Two year,100.98,5456.47,Electronic check,Yes
CUST101507,Female,61,Two year,103.72,6319.37,Bank transfer,Yes
CUST101508,Female,54,One year,29.33,,Bank transfer,No
CUST101509,Female,35,One year,93.88,3298.03,Electronic check,No
CUST101510,Male,23,One year,115.99,,Electronic check,No
CUST101511,Male,43,One year,87.85,3769.26,Credit card,Yes
CUST101512,Male,16,Month-to-month,77.06,1240.14,Mailed check,No
CUST101513,,1,One year,,107.18,Bank transfer,No
CUST101514,Female,12,Month-to-month,64.29,783.18,Mailed check,No
CUST101515,Female,30,Two year,79.93,2383.12,Bank transfer,No
CUST101516,Male,27,One year,67.63,1836.52,Bank transfer,Yes
CUST101517,Male,59,Month-to-month,113.28,6666.25,Mailed check,No
CUST101518,Female,26,One year,27.61,,Electronic check,No
CUST101519,Male,14,Two year,70.11,997.47,Credit card,No
CUST101520,Female,32,Two year,88.7,2841.65,Bank transfer,No
CUST101521,Male,19,Two year,99.19,1878.68,Electronic check,Yes
CUST101522,Male,41,One year,78.3,3199.6,Bank transfer,Yes
CUST101523,Male,11,One year,110.89,1224.47,Credit card,No
CUST101524,Male,22,Month-to-month,114.2,2512.76,Bank transfer,No
CUST101525,Male,71,Two year,26.43,1896.19,Credit card,No
CUST101526,Male,13,One year,60.24,802.45,Credit card,Yes
CUST101527,Male,24,Two year,22.35,541.8,Bank transfer,No
CUST101528,Female,30,Two year,52.94,1585.91,Bank transfer,No
CUST101529,Female,53,Month-to-month,73.69,3905.22,Credit card,No
CUST101530,Female,4,Month-to-month,111.08,451.62,Electronic check,Yes
CUST101531,Female,12,Month-to-month,104.66,1239.98,Mailed check,Yes
CUST101532,Female,27,Month-to-month,32.75,877.38,Credit card,No
CUST101533,Male,42,Two year,29.3,1213.61,Bank transfer,No
CUST101534,Male,46,Month-to-month,78.93,3613.71,Bank transfer,No
CUST101535,Female,70,Month-to-month,73.21,5112.53,Electronic check,No
CUST101536,Male,37,Month-to-month,46.64,1725.09,Mailed check,No
CUST101537,Female,66,Month-to-month,,7268.09,Credit card,Yes
CUST101538,Female,61,Two year,112.74,6876.56,Credit card,Yes
CUST101539,Male,38,,60.26,2283.3,Mailed check,Yes
CUST101540,Male,36,Two year,109.03,3908.37,Credit card,No
CUST101541,Male,7,One year,58.39,410.74,Mailed check,No
CUST101542,Female,51,Two year,93.68,4768.53,Bank transfer,No
CUST101543,Male,32,Two year,67.59,2167.48,Mailed check,Yes
CUST101544,Female,41,Month-to-month,32.26,1341.75,Credit card,No
CUST101545,Female,26,One year,112.79,2916.99,Mailed check,No
CUST101546,Female,7,One year,65.41,446.36,Electronic check,No
CUST101547,Male,22,One year,93.45,,Bank transfer,Yes
CUST101548,Male,63,One year,56.72,3592.1,Bank transfer,No
CUST101549,Female,19,Two year,21.89,426.78,Mailed check,No
CUST101550,Male,15,One year,30.05,466.68,Credit card,No
CUST101551,Male,16,Two year,69.62,1107.27,Electronic check,No
CUST101552,Male,18,Two year,89.0,1621.68,Bank transfer,Yes
CUST101553,Female,7,Two year,53.47,358.4,Bank transfer,No
CUST101554,Female,37,One year,89.55,3295.47,Credit card,No
CUST101555,Male,37,Month-to-month,89.86,3339.04,Credit card,No
CUST101556,Female,52,Month-to-month,90.39,4717.37,Electronic check,No
CUST101557,Male,30,One year,69.25,2061.12,Mailed check,Yes
CUST101558,Male,43,Month-to-month,111.49,4778.61,Credit card,Yes
CUST101559,Male,59,Month-to-month,68.92,4047.61,Mailed check,No
CUST101560,Male,16,Two year,65.03,,Electronic check,Yes
CUST101561,Female,38,Two year,39.94,1506.1,Mailed check,No
CUST101562,Female,41,One year,50.77,2100.37,Bank transfer,No
CUST101563,Female,47,One year,24.23,1145.52,Mailed check,Yes
CUST101564,Male,11,Month-to-month,83.35,927.99,Electronic check,No
CUST101565,Male,17,Two year,44.85,773.5,Electronic check,Yes
CUST101566,Male,5,One year,50.42,253.5,Electronic check,No
CUST101567,Female,42,One year,97.08,4089.26,Mailed check,No
CUST101568,Male,34,One year,52.72,1796.31,Bank transfer,No
CUST101569,Female,53,One year,44.22,2336.24,Credit card,No
CUST101570,Female,61,One year,36.91,2253.95,Bank transfer,Yes
CUST101571,Female,68,One year,97.49,6630.66,Mailed check,No
CUST101572,Female,15,Month-to-month,,507.49,Mailed check,No
CUST101573,Female,7,Two year,65.38,476.93,Credit card,No
CUST101574,Female,30,Two year,70.69,2117.14,Mailed check,No
CUST101575,Male,9,One year,88.74,809.2,Electronic check,No
CUST101576,Male,55,Two year,83.33,4567.14,Electronic check,No
CUST101577,Female,69,Two year,101.07,6984.9,,No
CUST101578,Female,19,Two year,24.48,459.98,Electronic check,No
CUST101579,Male,4,One year,49.64,180.14,Electronic check,Yes
CUST101580,Female,22,One year,48.01,1050.75,Mailed check,No
CUST101581,Female,8,Two year,34.6,281.23,Credit card,Yes
CUST101582,Male,57,Two year,48.92,2773.21,Credit card,Yes
CUST101583,Female,58,One year,50.98,2973.8,Electronic check,Yes
CUST101584,Female,53,Month-to-month,72.19,3809.18,Mailed check,No
CUST101585,Female,45,Two year,,3903.85,Bank transfer,No
CUST101586,Male,21,Month-to-month,58.11,1228.6,Bank transfer,No
CUST101587,Male,63,Two year,91.95,5786.04,Mailed check,No
CUST101588,Male,7,Month-to-month,53.62,370.97,Electronic check,No
CUST101589,Female,19,Month-to-month,49.03,941.2,Credit card,No
CUST101590,Female,50,Month-to-month,74.12,,Mailed check,No
CUST101591,Male,38,One year,22.37,856.93,Bank transfer,No
CUST101592,Female,36,Month-to-month,27.98,1002.85,Bank transfer,No
CUST101593,Female,49,Month-to-month,61.8,3027.71,Bank transfer,No
CUST101594,Female,33,Month-to-month,114.29,3791.16,Electronic check,No
CUST101595,Female,32,Two year,92.15,2937.36,Bank transfer,No
CUST101596,Female,30,Month-to-month,28.81,861.01,Mailed check,No
CUST101597,Male,53,Two year,104.63,5537.06,Mailed check,No
CUST101598,Female,43,Month-to-month,93.23,4019.49,Bank transfer,No
CUST101599,Male,33,Month-to-month,,2686.53,Mailed check,No
CUST101600,Female,70,One year,102.03,7133.8,Bank transfer,No
CUST101601,Male,61,Two year,60.41,3668.27,Bank transfer,No
CUST101602,Female,22,Month-to-month,42.15,907.76,Credit card,No
CUST101603,Male,45,Two year,71.2,3201.1,Electronic check,No
CUST101604,Female,55,Two year,74.88,4114.81,Electronic check,No
CUST101605,Male,6,One year,73.83,462.52,Credit card,No
CUST101606,Female,60,One year,76.51,4589.39,Credit card,No
CUST101607,Male,2,One year,114.87,220.0,Electronic check,No
CUST101608,Female,37,One year,110.22,4093.79,Bank transfer,No
CUST101609,Male,33,One year,107.57,3549.45,Bank transfer,No
CUST101610,Male,43,One year,100.14,4309.99,Electronic check,Yes
CUST101611,Female,29,One year,114.34,,Bank transfer,No
CUST101612,Female,16,One year,29.85,472.92,Credit card,No
CUST101613,Male,58,Month-to-month,46.51,2715.35,Bank transfer,No
CUST101614,Female,9,Two year,69.51,629.17,Bank transfer,No
CUST101615,Male,17,One year,104.65,1772.83,Mailed check,Yes
CUST101616,Male,44,One year,70.52,3107.91,Mailed check,No
CUST101617,Male,58,Two year,94.8,5514.82,Mailed check,No
CUST101618,Female,61,,33.9,2058.86,,Yes
CUST101619,Male,58,Two year,45.24,2624.12,Electronic check,No
CUST101620,,48,Two year,93.18,4490.99,Credit card,No
CUST101621,Female,62,One year,36.47,2248.04,Bank transfer,No
CUST101622,Female,31,Two year,55.14,1718.13,Electronic check,Yes
CUST101623,Female,9,Two year,46.49,422.99,Bank transfer,No
CUST101624,Female,10,One year,54.99,557.09,Credit card,No
CUST101625,,69,One year,90.83,6261.32,Bank transfer,Yes
CUST101626,Male,61,One year,56.78,3456.14,Credit card,Yes
CUST101627,Male,46,One year,75.53,3481.75,Bank transfer,Yes
CUST101628,Male,33,Two year,29.99,978.29,Credit card,No
CUST101629,Female,16,Two year,100.5,1604.79,Bank transfer,Yes
CUST101630,Male,53,Month-to-month,56.99,3008.0,Credit card,Yes
CUST101631,Male,39,Month-to-month,84.85,3289.48,Mailed check,No
CUST101632,Female,18,Two year,92.54,1684.52,Bank transfer,No
CUST101633,Male,66,Month-to-month,40.97,2701.29,Bank transfer,No
CUST101634,Male,52,Two year,108.47,5659.21,Electronic check,No
CUST101635,Male,63,Month-to-month,81.62,5127.67,Electronic check,Yes
CUST101636,Male,46,One year,62.87,,Credit card,No
CUST101637,Male,5,Month-to-month,38.23,179.19,Bank transfer,Yes
CUST101638,Male,15,One year,114.23,1725.05,Credit card,No
CUST101639,Female,71,One year,95.51,6792.56,Mailed check,No
CUST101640,Female,17,One year,40.8,678.1,Electronic check,Yes
CUST101641,Male,51,One year,53.77,2758.75,Credit card,No
CUST101642,Male,47,Month-to-month,100.97,4733.38,Credit card,No
CUST101643,Female,42,Two year,89.57,3766.46,Electronic check,Yes
CUST101644,Male,38,One year,96.58,3689.47,Bank transfer,No
CUST101645,Male,48,Month-to-month,64.12,3093.06,Credit card,No
CUST101646,Male,11,One year,91.65,1026.41,Electronic check,No
CUST101647,Female,9,Month-to-month,58.65,521.55,Bank transfer,No
CUST101648,Male,70,Month-to-month,41.13,2863.32,Mailed check,No
CUST101649,Female,54,Month-to-month,83.27,4484.11,Electronic check,Yes
CUST101650,Male,0,Two year,117.6,0.02,Credit card,Yes
CUST101651,Female,48,Month-to-month,51.06,2462.61,Mailed check,No
CUST101652,Female,35,Month-to-month,66.1,2299.51,Bank transfer,Yes
CUST101653,Male,20,Two year,87.4,1754.39,Bank transfer,No
CUST101654,Female,36,Two year,74.15,2662.34,Electronic check,No
CUST101655,Male,23,Month-to-month,104.34,2393.47,Electronic check,No
CUST101656,Female,54,Two year,96.17,5199.66,Electronic check,Yes
CUST101657,Male,24,,25.83,618.6,Bank transfer,No
CUST101658,Male,6,One year,119.84,731.52,Mailed check,No
CUST101659,Female,70,Two year,95.24,6653.04,Bank transfer,No
CUST101660,Male,70,Two year,106.39,7458.9,Credit card,No
CUST101661,Male,23,Month-to-month,85.12,1940.33,Bank transfer,Yes
CUST101662,Female,10,Two year,105.63,1044.06,Credit card,No
CUST101663,Male,11,Month-to-month,31.24,349.89,Mailed check,Yes
CUST101664,Male,34,One year,54.77,1876.38,Electronic check,No
CUST101665,Female,62,Two year,,6663.79,Electronic check,No
CUST101666,Female,67,Month-to-month,40.17,2684.48,Bank transfer,No
CUST101667,Male,56,Month-to-month,27.82,,Electronic check,No
CUST101668,Male,12,One year,98.81,1174.18,Mailed check,No
CUST101669,Female,22,Two year,103.55,2290.55,,No
CUST101670,Female,38,One year,36.27,1389.21,Bank transfer,No
CUST101671,Male,11,Month-to-month,105.43,1145.54,Mailed check,No
CUST101672,Female,33,Month-to-month,88.68,2924.99,Credit card,No
CUST101673,Male,70,Two year,72.01,5051.69,Bank transfer,No
CUST101674,Male,30,Month-to-month,103.03,3084.39,Credit card,Yes
CUST101675,Male,61,Two year,61.92,3782.44,Mailed check,Yes
CUST101676,Male,12,One year,39.4,454.81,Bank transfer,Yes
CUST101677,,30,Two year,48.49,1459.05,Bank transfer,No
CUST101678,Female,1,Two year,70.52,56.63,,Yes
CUST101679,Female,14,Month-to-month,73.13,1037.04,,No
CUST101680,Female,56,Month-to-month,100.56,5625.58,Bank transfer,No
CUST101681,Female,33,Two year,,3262.88,Bank transfer,Yes
CUST101682,Male,67,Month-to-month,78.14,5249.02,Credit card,No
CUST101683,Male,28,Month-to-month,98.08,2728.25,Electronic check,Yes
CUST101684,Male,65,,39.18,2542.56,Credit card,No
CUST101685,Male,15,Two year,25.01,369.95,Credit card,No
CUST101686,Female,38,Month-to-month,107.36,4071.07,Electronic check,No
CUST101687,Male,36,Two year,27.56,1008.63,Electronic check,Yes
CUST101688,Male,20,Month-to-month,44.67,903.44,Mailed check,No
CUST101689,Female,43,One year,89.53,3832.35,Electronic check,No
CUST101690,Female,18,Month-to-month,60.94,1105.51,Bank transfer,No
CUST101691,Female,70,Month-to-month,107.63,7535.19,Electronic check,No
CUST101692,Female,7,,49.8,364.63,Mailed check,Yes
CUST101693,Male,65,Two year,21.19,1369.87,Mailed check,No
CUST101694,Male,40,Month-to-month,50.07,2005.77,Mailed check,No
CUST101695,Female,69,One year,77.81,5368.92,Electronic check,Yes
CUST101696,Male,60,Month-to-month,57.59,3454.98,Electronic check,No
CUST101697,Male,25,Month-to-month,73.49,1835.49,Credit card,No
CUST101698,Male,70,One year,107.66,7524.43,Credit card,No
CUST101699,Female,69,Two year,111.25,7686.48,Bank transfer,Yes
CUST101700,Male,28,Month-to-month,46.6,1302.85,Credit card,Yes
CUST101701,Female,65,Two year,66.21,4321.99,Bank transfer,No
CUST101702,Male,18,Two year,74.91,1338.81,Mailed check,No
CUST101703,Male,67,One year,114.91,7706.28,Credit card,Yes
CUST101704,Male,57,One year,119.86,6849.65,Electronic check,No
CUST101705,Female,69,Two year,43.54,3010.8,Credit card,No
CUST101706,Male,56,Month-to-month,92.7,5206.05,Bank transfer,No
CUST101707,Female,36,Two year,57.8,2093.9,Credit card,No
CUST101708,Female,60,Month-to-month,20.81,1243.0,Mailed check,No
CUST101709,Female,29,Month-to-month,20.93,610.97,Electronic check,No
CUST101710,Male,70,One year,66.06,4610.45,Bank transfer,No
CUST101711,Male,24,Month-to-month,68.83,1653.34,Electronic check,No
CUST101712,Male,64,Month-to-month,22.26,1413.86,Electronic check,No
CUST101713,Male,5,Two year,88.69,453.2,Bank transfer,No
CUST101714,,17,One year,49.4,840.92,Electronic check,Yes
CUST101715,Female,9,Month-to-month,75.99,680.36,Electronic check,No
CUST101716,Female,10,Month-to-month,50.09,491.65,Credit card,Yes
CUST101717,Male,64,One year,36.71,2369.39,Electronic check,No
CUST101718,Female,64,Two year,60.72,3868.95,Electronic check,Yes
CUST101719,Male,51,One year,43.23,2186.47,Electronic check,No
CUST101720,Female,66,One year,73.48,4838.37,Electronic check,No
CUST101721,Male,30,Month-to-month,39.88,1215.24,Bank transfer,No
CUST101722,Male,16,Month-to-month,70.84,1152.61,Mailed check,No
CUST101723,Female,54,Two year,35.74,1936.16,Credit card,No
CUST101724,Female,35,Month-to-month,87.1,3063.7,Electronic check,No
CUST101725,Female,25,Month-to-month,95.39,2373.31,Electronic check,No
CUST101726,Female,52,One year,31.04,1632.96,Bank transfer,No
CUST101727,Male,16,Month-to-month,66.78,1054.19,Mailed check,No
CUST101728,Female,24,Two year,27.09,634.21,Electronic check,No
CUST101729,,1,One year,79.82,64.31,Bank transfer,Yes
CUST101730,Female,4,Two year,46.44,188.69,Credit card,No
CUST101731,Male,3,One year,72.76,229.52,Credit card,No
CUST101732,Male,35,Month-to-month,71.75,2505.92,Electronic check,No
CUST101733,Female,5,One year,112.44,581.32,Electronic check,No
CUST101734,Male,20,One year,74.91,1495.58,Mailed check,No
CUST101735,Female,25,Month-to-month,78.3,1943.52,Mailed check,Yes
CUST101736,Male,54,Month-to-month,60.17,3247.82,Electronic check,No
CUST101737,Male,38,Two year,114.91,4373.74,Bank transfer,No
CUST101738,Male,32,Two year,97.72,3140.33,Mailed check,No
CUST101739,Male,13,Month-to-month,48.54,629.37,Electronic check,No
CUST101740,Female,55,Month-to-month,,5746.84,Mailed check,Yes
CUST101741,Female,20,Month-to-month,63.24,1255.49,Electronic check,No
CUST101742,Female,45,One year,102.87,4634.99,Credit card,No
CUST101743,Male,15,One year,102.29,1553.79,Electronic check,No
CUST101744,Female,15,One year,38.89,565.31,Credit card,No
CUST101745,Female,28,Month-to-month,90.11,2538.54,Mailed check,No
CUST101746,Female,7,Two year,49.06,345.91,Electronic check,No
CUST101747,Male,2,Month-to-month,49.75,89.58,Mailed check,No
CUST101748,Male,18,One year,49.63,911.54,Credit card,Yes
CUST101749,Male,65,One year,92.56,6015.73,Electronic check,No
CUST101750,Female,21,Month-to-month,42.98,895.85,Mailed check,Yes
CUST101751,Female,45,Month-to-month,20.09,891.31,Credit card,No
CUST101752,Female,12,One year,91.52,1088.02,Mailed check,Yes
CUST101753,Male,32,One year,37.12,1201.15,Bank transfer,No
CUST101754,Male,4,One year,30.45,126.38,Credit card,Yes
CUST101755,Female,26,Month-to-month,,1154.03,Credit card,No
CUST101756,Male,23,One year,57.99,1323.05,Credit card,No
CUST101757,Male,66,One year,67.59,4445.79,Electronic check,No
CUST101758,Male,62,Two year,24.46,1496.76,Electronic check,No
CUST101759,Male,47,Month-to-month,117.06,,,No
CUST101760,Female,62,Two year,91.61,,Bank transfer,No
CUST101761,Male,11,Two year,52.32,583.32,Bank transfer,No
CUST101762,,27,One year,51.87,1392.83,Credit card,No
CUST101763,Male,43,Month-to-month,64.85,2803.62,Bank transfer,No
CUST101764,Male,42,One year,82.62,3481.31,Mailed check,Yes
CUST101765,Female,16,Month-to-month,34.64,534.86,Credit card,No
CUST101766,Female,39,Two year,38.89,1529.38,Credit card,No
CUST101767,Male,48,Month-to-month,105.94,5077.14,Mailed check,Yes
CUST101768,Male,56,One year,45.63,2541.27,Credit card,No
CUST101769,Male,63,One year,58.02,3644.31,Bank transfer,No
CUST101770,Male,56,One year,107.13,5998.02,Electronic check,Yes
CUST101771,Male,69,Month-to-month,86.31,5952.38,Mailed check,No
CUST101772,Male,42,Two year,54.17,2266.7,Bank transfer,No
CUST101773,Female,22,Two year,88.37,1931.03,Mailed check,Yes
CUST101774,Male,26,Month-to-month,21.97,581.71,Mailed check,No
CUST101775,Female,57,One year,93.56,5352.52,Credit card,No
CUST101776,Female,36,,68.7,2484.31,Credit card,No
CUST101777,Male,5,One year,101.32,498.44,Bank transfer,No
CUST101778,Female,64,Month-to-month,115.46,7379.23,Mailed check,No
CUST101779,Female,5,One year,112.58,551.61,Credit card,No
CUST101780,Female,49,Two year,110.93,5421.04,Credit card,No
CUST101781,Female,21,Two year,71.22,1497.67,Mailed check,No
CUST101782,Female,24,One year,56.01,1348.46,Bank transfer,No
CUST101783,Female,71,Month-to-month,66.5,4729.72,Bank transfer,Yes
CUST101784,Male,50,One year,88.99,4456.71,Mailed check,No
CUST101785,Female,47,Month-to-month,108.4,5086.49,Bank transfer,No
CUST101786,Female,69,One year,40.7,2801.51,Credit card,Yes
CUST101787,Female,64,Two year,111.82,7163.74,Mailed check,No
CUST101788,Male,59,Month-to-month,101.52,5983.66,Credit card,Yes
CUST101789,Female,45,Month-to-month,117.89,5293.55,Electronic check,No
CUST101790,Male,35,Month-to-month,108.03,3776.02,Electronic check,No
CUST101791,Female,57,Two year,47.99,2726.31,Bank transfer,No
CUST101792,Male,37,One year,30.6,1115.73,Electronic check,Yes
CUST101793,Male,10,Two year,31.22,325.41,Credit card,No
CUST101794,Female,11,Month-to-month,49.12,554.44,Electronic check,Yes
CUST101795,Female,41,One year,81.42,3327.01,Credit card,No
CUST101796,Male,38,Two year,100.43,3798.93,Bank transfer,No
CUST101797,Female,70,Month-to-month,109.93,7704.65,Bank transfer,No
CUST101798,Male,10,Month-to-month,82.38,812.26,Credit card,No
CUST101799,Male,35,Two year,20.56,715.34,Electronic check,No
CUST101800,Male,51,Two year,38.63,1952.7,Bank transfer,Yes
CUST101801,Male,30,Two year,29.97,888.15,Mailed check,No
CUST101802,Male,32,Month-to-month,56.33,1814.28,Bank transfer,No
CUST101803,Female,12,Two year,70.14,853.86,Electronic check,No
CUST101804,Male,17,Month-to-month,24.34,402.06,Mailed check,Yes
CUST101805,Male,40,Two year,54.85,2187.44,Electronic check,No
CUST101806,Female,57,Month-to-month,37.92,2146.81,Credit card,No
CUST101807,Male,55,Month-to-month,84.71,4642.02,,No
CUST101808,Female,23,One year,,,Electronic check,No
CUST101809,Female,30,Two year,,2092.12,Mailed check,No
CUST101810,Female,54,Two year,62.77,3391.26,Electronic check,Yes
CUST101811,Male,9,Month-to-month,115.6,1051.02,Mailed check,Yes
CUST101812,Male,59,Month-to-month,41.47,2460.33,Electronic check,No
CUST101813,Male,1,Month-to-month,71.67,83.94,Credit card,No
CUST101814,Female,14,One year,93.6,1291.06,Mailed check,No
CUST101815,Male,2,One year,75.68,138.83,Mailed check,No
CUST101816,Female,42,Month-to-month,112.9,4748.0,,No
CUST101817,Male,30,Two year,57.8,1729.03,Mailed check,No
CUST101818,Female,69,Two year,66.37,4598.83,Credit card,No
CUST101819,Male,66,One year,28.85,1910.72,Mailed check,No
CUST101820,Male,55,One year,80.9,4467.76,Bank transfer,No
CUST101821,Male,62,Month-to-month,48.82,3014.9,Credit card,No
CUST101822,Female,14,Two year,36.03,518.98,Bank transfer,Yes
CUST101823,Female,9,Month-to-month,74.45,662.9,Mailed check,No
CUST101824,Male,37,One year,73.23,2729.09,Electronic check,No
CUST101825,Male,46,Two year,27.59,1255.45,Bank transfer,No
CUST101826,Female,56,Two year,89.82,5030.57,Mailed check,No
CUST101827,Female,49,One year,82.38,4048.33,Bank transfer,No
CUST101828,Female,70,Month-to-month,38.9,2720.31,Mailed check,Yes
CUST101829,Male,14,Month-to-month,66.94,935.88,Mailed check,Yes
CUST101830,Female,17,Two year,92.03,1583.96,Mailed check,No
CUST101831,Male,1,One year,72.94,69.95,Electronic check,No
CUST101832,Female,42,Two year,59.55,2505.26,Bank transfer,No
CUST101833,Male,25,One year,52.23,1287.93,Credit card,Yes
CUST101834,Female,70,Month-to-month,81.04,5686.49,Credit card,No
CUST101835,Female,37,One year,113.91,4220.6,Credit card,No
CUST101836,Female,41,Month-to-month,87.17,3570.13,Credit card,No
CUST101837,Female,4,One year,27.47,90.53,Mailed check,No
CUST101838,Female,10,Two year,66.07,664.37,Bank transfer,Yes
CUST101839,Male,64,Month-to-month,109.08,6961.63,Bank transfer,No
CUST101840,Female,33,Two year,29.45,951.9,Electronic check,No
CUST101841,Female,0,Two year,118.89,4.64,Bank transfer,No
CUST101842,Female,1,Month-to-month,,102.47,Bank transfer,No
CUST101843,Male,19,Month-to-month,27.83,,Bank transfer,Yes
CUST101844,Female,60,Two year,113.34,6806.53,Electronic check,No
CUST101845,Male,20,Two year,56.31,1108.35,Credit card,No
CUST101846,Female,67,Two year,104.47,6992.03,Bank transfer,Yes
CUST101847,Female,11,,61.84,666.22,,Yes
CUST101848,Male,21,Month-to-month,,1349.1,Electronic check,No
CUST101849,Female,19,Month-to-month,83.42,1591.45,Mailed check,No
CUST101850,Male,0,Two year,97.45,8.85,Electronic check,No
CUST101851,Male,29,One year,23.38,668.23,Credit card,No
CUST101852,Female,23,One year,79.32,1807.93,Bank transfer,No
CUST101853,Male,13,Month-to-month,38.67,485.86,Electronic check,No
CUST101854,Female,35,Two year,54.59,1907.7,Credit card,No
CUST101855,Female,68,Two year,54.8,3744.23,Electronic check,Yes
CUST101856,Male,23,Month-to-month,66.91,1527.64,Electronic check,No
CUST101857,Male,59,One year,53.41,3141.46,Electronic check,No
CUST101858,Male,54,One year,30.74,1644.0,Electronic check,No
CUST101859,Male,23,One year,34.56,799.1,Electronic check,No
CUST101860,Female,23,Month-to-month,23.34,544.01,Credit card,Yes
CUST101861,Female,53,One year,67.02,3557.78,Bank transfer,Yes
CUST101862,Male,25,Month-to-month,115.44,2900.45,Bank transfer,No
CUST101863,Female,65,Month-to-month,31.57,2051.51,,No
CUST101864,Female,37,Two year,114.63,4226.69,Bank transfer,No
CUST101865,Female,64,One year,93.34,,Credit card,Yes
CUST101866,Female,50,Month-to-month,83.75,4194.0,Mailed check,Yes
CUST101867,Male,34,One year,84.53,2878.54,Mailed check,No
CUST101868,Male,42,One year,102.67,,Credit card,No
CUST101869,Female,28,Two year,30.69,866.64,Credit card,No
CUST101870,,36,One year,,2542.78,Electronic check,No
CUST101871,Male,57,Two year,89.71,5128.72,Electronic check,No
CUST101872,Male,53,Month-to-month,78.68,4173.48,Electronic check,No
CUST101873,Female,38,One year,103.28,3935.78,Bank transfer,No
CUST101874,Female,41,Month-to-month,27.23,1106.38,Electronic check,Yes
CUST101875,Female,27,One year,89.07,2412.02,Mailed check,No
CUST101876,Male,28,Month-to-month,73.4,2071.29,Bank transfer,Yes
CUST101877,Female,42,One year,57.92,2428.07,Electronic check,Yes
CUST101878,Female,2,One year,54.03,119.22,Bank transfer,Yes
CUST101879,Male,9,One year,82.08,747.71,Mailed check,No
CUST101880,Female,58,One year,109.1,6310.18,Electronic check,No
CUST101881,Female,13,One year,69.62,908.32,Mailed check,Yes
CUST101882,Male,46,One year,102.47,4698.83,Mailed check,No
CUST101883,Male,41,One year,60.22,2487.71,Mailed check,No
CUST101884,Male,31,One year,30.24,949.9,Electronic check,No
CUST101885,Female,31,One year,26.15,795.04,Credit card,No
CUST101886,Female,41,Month-to-month,25.13,1015.2,Electronic check,Yes
CUST101887,Female,31,Two year,58.02,1802.4,Mailed check,Yes
CUST101888,Male,25,One year,53.72,1336.8,Electronic check,No
CUST101889,Male,0,Two year,91.79,-18.6,Mailed check,No
CUST101890,Female,55,One year,94.28,5187.07,Credit card,No
CUST101891,Female,1,One year,25.09,20.6,Bank transfer,No
CUST101892,Male,29,Month-to-month,42.11,1205.23,Credit card,No
CUST101893,Male,70,Month-to-month,47.43,3332.18,Credit card,No
CUST101894,Male,51,Two year,74.76,3829.36,,No
CUST101895,Male,8,Month-to-month,34.45,285.86,Electronic check,Yes
CUST101896,Female,21,Month-to-month,33.39,714.09,Bank transfer,No
CUST101897,Male,33,Two year,114.38,3763.2,Electronic check,Yes
CUST101898,Female,48,Month-to-month,100.42,4810.7,Electronic check,No
CUST101899,Female,0,One year,38.07,-11.66,Mailed check,Yes
CUST101900,Female,52,Two year,,3164.92,Mailed check,No
CUST101901,Male,39,Two year,55.56,2184.76,Bank transfer,Yes
CUST101902,Male,44,One year,99.1,4369.07,Credit card,Yes
CUST101903,Male,67,Month-to-month,71.02,4773.6,Bank transfer,No
CUST101904,Male,8,Two year,32.78,267.79,Electronic check,No
CUST101905,Female,21,Two year,,1967.41,Mailed check,No
CUST101906,Male,17,One year,59.69,1011.76,Bank transfer,No
CUST101907,Male,42,One year,46.29,1927.19,Bank transfer,Yes
CUST101908,Female,38,Month-to-month,57.55,2168.16,Mailed check,No
CUST101909,Male,5,Two year,69.78,356.72,Mailed check,Yes
CUST101910,Female,47,Month-to-month,54.31,2550.11,Mailed check,No
CUST101911,Female,6,Month-to-month,,267.23,Electronic check,No
CUST101912,Female,68,One year,59.85,4072.11,Mailed check,Yes
CUST101913,Female,15,Two year,21.92,319.9,Credit card,No
CUST101914,Female,0,Two year,97.25,-0.96,Bank transfer,No
CUST101915,Female,36,Two year,37.09,1334.07,Mailed check,No
CUST101916,Female,36,One year,24.39,873.58,Mailed check,No
